time,open,high,low,close,volume,return_1d,ma_5,ma_20,ma_50,volume_ma_20
2024-12-04,20.85,20.93,20.76,20.93,4619546,0.0019147917663953073,20.978,20.767500000000002,21.114,5550861.15
2024-12-05,20.89,21.47,20.85,21.47,8272544,0.025800286669851902,21.07,20.7925,21.109,5722154.0
2024-12-06,21.31,21.51,21.31,21.43,6054365,-0.0018630647414997759,21.146,20.824,21.1048,5613530.75
2024-12-09,21.39,21.43,21.18,21.31,5418974,-0.005599626691553894,21.206,20.8515,21.1008,5547058.25
2024-12-10,21.31,21.31,21.18,21.18,3403008,-0.006100422336930977,21.264,20.8725,21.0942,5509831.6
2024-12-11,21.18,21.31,21.05,21.22,8832805,0.0018885741265344258,21.321999999999996,20.8935,21.087400000000002,5631756.35
2024-12-12,21.22,21.31,21.1,21.14,5867353,-0.0037700282752120007,21.256,20.925,21.0808,5635201.15
2024-12-13,21.14,21.14,20.97,21.01,6044475,-0.0061494796594133705,21.172,20.956,21.0766,5473219.4
2024-12-16,21.01,21.1,20.93,21.01,5165719,0.0,21.112000000000002,20.983,21.0716,5325868.75
2024-12-17,21.1,21.1,20.93,21.05,3331723,0.0019038553069965491,21.086,21.020500000000002,21.066399999999998,5203062.95
2024-12-18,21.1,21.1,20.97,21.01,3385137,-0.0019002375296911511,21.044000000000004,21.0475,21.048000000000002,5060195.75
2024-12-19,20.93,20.93,20.64,20.72,9720556,-0.013802950975725925,20.96,21.045499999999997,21.0246,5166953.5
2024-12-20,20.76,20.8,20.68,20.72,4729595,0.0,20.902,21.039,21.002799999999997,5118520.25
2024-12-23,20.76,20.85,20.72,20.8,3469073,0.0038610038610038533,20.86,21.039,20.9852,5086357.3
2024-12-24,20.8,20.89,20.72,20.89,3233697,0.004326923076923173,20.828,21.038999999999998,20.971,5069906.7
2024-12-25,20.89,21.39,20.85,21.26,9518178,0.017711823839157592,20.878,21.055500000000002,20.965999999999998,5408415.2
2024-12-26,21.26,21.35,21.22,21.35,5583577,0.0042333019755409484,21.004,21.072499999999998,20.956,5457786.7
2024-12-27,21.39,21.47,21.31,21.35,7694895,0.0,21.130000000000003,21.0875,20.946800000000003,5648360.2
2024-12-30,21.18,21.43,21.18,21.22,5004572,-0.006088992974239038,21.214000000000002,21.098,20.94,5774042.45
2024-12-31,21.22,21.56,21.18,21.56,8844727,0.01602262016965117,21.348000000000003,21.1315,20.9468,5909725.95
